title,author,date,abstract,column,url
OPINION: Valentine’s Day is really not that big of a deal,Amanda Betz,"February 12, 2022",N/A,Opinion,https://wildcat.arizona.edu/127623/opinions/opinion-valentines-day-is-really-not-that-big-of-a-deal/
OPINION: Romanticize the college experience,Maggie Landon,"February 1, 2022",N/A,Opinion,https://wildcat.arizona.edu/106856/opinions/opinion-romanticize-the-college-experience/
OPINION: Let’s talk about love bombing,Julianna Strano,"January 29, 2022",N/A,Opinion,https://wildcat.arizona.edu/143606/opinions/opinion-lets-talk-about-love-bombing/
OPINION: The dangerous trends surrounding food on TikTok,Julianna Strano,"January 25, 2022",N/A,Opinion,https://wildcat.arizona.edu/120513/opinions/opinion-the-dangerous-trends-surrounding-food-on-tiktok/
OPINION: ‘The Yak is Back’: Revival of anonymous social media platform brings negativity to campus,Adeline Palmquist,"December 2, 2021",N/A,Opinion,https://wildcat.arizona.edu/116130/opinions/opinion-the-yak-is-back-revival-of-anonymous-social-media-platform-brings-negativity-to-campus/
OPINION: Stop judging people’s Spotify Wrapped,Amanda Betz,"December 2, 2021",N/A,Opinion,https://wildcat.arizona.edu/125178/opinions/opinion-stop-judging-peoples-spotify-wrapped/
"OPINION: Gatekeeping, riots and rivalry: I was lying when I said I like sports",Amanda Betz,"November 28, 2021",N/A,Opinion,https://wildcat.arizona.edu/109642/opinions/opinion-gatekeeping-riots-and-rivalry-i-was-lying-when-i-said-i-like-sports/
OPINION: Let’s talk about toxic positivity,Julianna Strano,"November 28, 2021",N/A,Opinion,https://wildcat.arizona.edu/116279/opinions/opinion-lets-talk-about-toxic-positivity/
OPINION: Set yourself up for success with a consistent morning routine,Julianna Strano,"November 16, 2021",N/A,Opinion,https://wildcat.arizona.edu/104563/opinions/opinion-set-yourself-up-for-success-with-a-consistent-morning-routine/
"OPINION: You need discipline, not motivation",Jacqueline Aguilar,"November 15, 2021",N/A,Opinion,https://wildcat.arizona.edu/112136/opinions/opinion-you-need-discipline-not-motivation/
"OPINION: We are expected to grow as people, why can’t our favorite artist do the same?",Alexzandria Martinez,"November 15, 2021",N/A,Opinion,https://wildcat.arizona.edu/144664/opinions/opinion-we-are-expected-to-grow-as-people-why-cant-our-favorite-artist-do-the-same/
OPINION: Learning a new language on everyone’s favorite app — TikTok,Jacqueline Aguilar,"November 12, 2021",N/A,Opinion,https://wildcat.arizona.edu/103714/opinions/opinion-learning-a-new-language-on-everyones-favorite-app-tiktok/
OPINION: We are expected to grow as people so why can’t our favorite artist do the same?,Alexander Peet,"November 10, 2021",N/A,Opinion,https://wildcat.arizona.edu/108074/opinions/opinion-we-are-expected-to-grow-as-people-so-why-cant-our-favorite-artist-do-the-same/
OPINION: Gaining the ‘freshman 15′ isn’t something to be worried about in college,Emma Watts,"November 5, 2021",N/A,Opinion,https://wildcat.arizona.edu/144075/opinions/opinion-gaining-the-freshman-15-isnt-something-to-be-worried-about-in-college/
"OPINION: Forget defining the relationship, I am in desperate need of defining the friendship",Maggie Landon,"November 2, 2021",N/A,Opinion,https://wildcat.arizona.edu/112589/opinions/opinion-forget-defining-the-relationship-i-am-in-desperate-need-of-defining-the-friendship/
OPINION: Consider this before you adopt that pet,Jacqueline Aguilar,"October 26, 2021",N/A,Opinion,https://wildcat.arizona.edu/111702/opinions/opinion-consider-this-before-you-adopt-that-pet/
OPINION: The weight of eco-guilt on college students is too much,Emma Watts,"October 25, 2021",N/A,Opinion,https://wildcat.arizona.edu/103274/opinions/opinion-the-weight-of-eco-guilt-on-college-students-is-too-much/
OPINION: It is okay to not have a plan after graduation,Julianna Strano,"October 25, 2021",N/A,Opinion,https://wildcat.arizona.edu/131732/opinions/opinion-it-is-okay-to-not-have-a-plan-after-graduation/
"OPINION: How to have a fun, sober Halloweekend",Emma Watts,"October 25, 2021",N/A,Opinion,https://wildcat.arizona.edu/142359/opinions/opinion-how-to-have-a-fun-sober-halloweekend/
OPINION: Let’s talk about the negativity that surrounds boobs,Lauren Borelli,"October 21, 2021",N/A,Opinion,https://wildcat.arizona.edu/122435/opinions/opinion-lets-talk-about-the-negativity-that-surrounds-boobs/
OPINION: Perfectionism is a problem,Julianna Strano,"October 20, 2021",N/A,Opinion,https://wildcat.arizona.edu/118315/opinions/opinion-perfectionism-is-a-problem/
OPINION: The importance of keeping strong relationships with your siblings,Jacqueline Aguilar,"October 20, 2021",N/A,Opinion,https://wildcat.arizona.edu/142802/opinions/opinion-the-importance-of-keeping-strong-relationships-with-your-siblings/
OPINION: Delving into domestic violence on college campuses,Payton Toomey,"October 19, 2021",N/A,Opinion,https://wildcat.arizona.edu/108157/opinions/opinion-delving-into-domestic-violence-on-college-campuses/
OPINION: It’s normal to feel uneasy about COVID-19 when returning to campus,Emma Watts,"October 13, 2021",N/A,Opinion,https://wildcat.arizona.edu/144603/opinions/opinion-its-normal-to-feel-uneasy-about-covid-19-when-returning-to-campus/
OPINION: Experience doesn’t pay the bills: The problems with unpaid internships,Amanda Betz,"October 13, 2021",N/A,Opinion,https://wildcat.arizona.edu/125951/opinions/opinion-experience-doesnt-pay-the-bills-the-problems-with-unpaid-internships/
"OPINION: Go ahead and change your major, nobody is judging",Jacqueline Aguilar,"October 11, 2021",N/A,Opinion,https://wildcat.arizona.edu/112409/opinions/opinion-go-ahead-and-change-your-major-nobody-is-judging/
OPINION: Anxiety is more than an anxious feeling,Julianna Strano,"October 11, 2021",N/A,Opinion,https://wildcat.arizona.edu/136866/opinions/opinion-anxiety-is-more-than-an-anxious-feeling/
OPINION: Four reasons why you should learn another language,Jacqueline Aguilar,"October 11, 2021",N/A,Opinion,https://wildcat.arizona.edu/100981/opinions/opinion-four-reasons-why-you-should-learn-another-language/
OPINION: What not to wear: Halloween costume edition,Payton Toomey,"October 10, 2021",N/A,Opinion,https://wildcat.arizona.edu/127318/opinions/opinion-what-not-to-wear-halloween-costume-edition/
OPINION: Is pretty privilege real?,Julianna Strano,"October 6, 2021",N/A,Opinion,https://wildcat.arizona.edu/99479/opinions/opinion-is-pretty-privilege-real/
OPINION: A love letter to Sun Link,Maggie Landon,"October 6, 2021",N/A,Opinion,https://wildcat.arizona.edu/143354/opinions/opinion-a-love-letter-to-sun-link/
"OPINION: Vaccinations and masks are more than just political, they are common decency",Lauren Borelli,"September 30, 2021",N/A,Opinion,https://wildcat.arizona.edu/127755/opinions/opinion-vaccinations-and-masks-are-more-than-just-political-they-are-common-decency/
OPINION: The diet culture that rules our lives needs to end,Julianna Strano,"September 28, 2021",N/A,Opinion,https://wildcat.arizona.edu/128039/opinions/opinion-the-diet-culture-that-rules-our-lives-needs-to-end/
"OPINION: Tinder, drunk nights and one night stands: The epitome of modern romance",Lauren Borelli,"September 28, 2021",N/A,Opinion,https://wildcat.arizona.edu/144141/opinions/opinion-tinder-drunk-nights-and-one-night-stands-the-epitome-of-modern-romance/
OPINION: The dangerous combination of body altering editing apps and social media,Julianna Strano,"September 21, 2021",N/A,Opinion,https://wildcat.arizona.edu/135277/opinions/opinion-the-dangerous-combination-of-body-altering-editing-apps-and-social-media/
OPINION: The normalization of overscheduling is breaking us,Payton Toomey,"September 20, 2021",N/A,Opinion,https://wildcat.arizona.edu/122523/opinions/opinion-the-normalization-of-overscheduling-is-breaking-us/
OPINION: On-campus jobs: Are they worth it?,Tereza Rascon,"September 20, 2021",N/A,Opinion,https://wildcat.arizona.edu/102610/opinions/opinion-on-campus-jobs-are-they-worth-it/
OPINION: More schoolwork in college means less effort from students,Amanda Betz,"September 20, 2021",N/A,Opinion,https://wildcat.arizona.edu/112026/opinions/opinion-more-schoolwork-in-college-means-less-effort-from-students/
OPINION: When can we accept that working out is just not for everyone?,Amanda Betz,"September 20, 2021",N/A,Opinion,https://wildcat.arizona.edu/101175/opinions/opinion-when-can-we-accept-that-working-out-is-just-not-for-everyone/
OPINION: Why is attendance still mandatory in 2021?,Maggie Landon,"September 17, 2021",N/A,Opinion,https://wildcat.arizona.edu/136040/opinions/opinion-why-is-attendance-still-mandatory-in-2021/
OPINION: “Gym-Tok” is taking over our lives,Jacqueline Aguilar,"September 16, 2021",N/A,Opinion,https://wildcat.arizona.edu/107114/opinions/opinion-gym-tok-is-taking-over-our-lives/
OPINION: Discord is going to revolutionize classroom communication,Tereza Rascon,"September 13, 2021",N/A,Opinion,https://wildcat.arizona.edu/117909/opinions/opinion-discord-is-going-to-revolutionize-classroom-communication/
OPINION: Say it to my face: The problems with ghosting,Julianna Strano,"September 13, 2021",N/A,Opinion,https://wildcat.arizona.edu/115942/opinions/opinion-say-it-to-my-face-the-problems-with-ghosting/
OPINION: New versus old football uniforms — so what?,Sean Fagan,"August 30, 2021",N/A,Opinion,https://wildcat.arizona.edu/106958/opinions/opinion-new-versus-old-football-uniforms-so-what/
OPINION: Why Twitch streaming is so addictive,Tereza Rascon,"August 23, 2021",N/A,Opinion,https://wildcat.arizona.edu/111602/opinions/opinion-why-twitch-streaming-is-so-addictive/
"OPINION: If you compare yourself to “that girl” on TikTok, you are not alone",Julianna Strano,"August 5, 2021",N/A,Opinion,https://wildcat.arizona.edu/110928/opinions/opinion-if-you-compare-yourself-to-that-girl-on-tiktok-you-are-not-alone/
OPINION: Three reasons why Tucson is the worst place to be in the summer,Amanda Betz,"August 4, 2021",N/A,Opinion,https://wildcat.arizona.edu/121597/opinions/opinion-three-reasons-why-tucson-is-the-worst-place-to-be-in-the-summer/
OPINION: The NIL rule is finally a win for college athletes,Sean Fagan,"August 4, 2021",N/A,Opinion,https://wildcat.arizona.edu/122569/opinions/opinion-the-nil-rule-is-finally-a-win-for-college-athletes/
OPINION: Protect yourself and others at night,Payton Toomey,"July 23, 2021",N/A,Opinion,https://wildcat.arizona.edu/113553/opinions/opinion-protect-yourself-and-others-at-night/
OPINION: A letter to first-generation students,Geraldine Espinosa,"July 21, 2021",N/A,Opinion,https://wildcat.arizona.edu/137414/opinions/opinion-a-letter-to-first-generation-students/
OPINION: The five dorm essentials you never knew you needed,Amanda Betz,"July 21, 2021",N/A,Opinion,https://wildcat.arizona.edu/122325/opinions/opinion-the-five-dorm-essentials-you-never-knew-you-needed/
OPINION: Fat is not a feeling,Julianna Strano,"July 13, 2021",N/A,Opinion,https://wildcat.arizona.edu/131097/opinions/opinion-fat-is-not-a-feeling/
OPINION: The NCAA needs to do something about the transfer portal,Sean Fagan,"July 10, 2021",N/A,Opinion,https://wildcat.arizona.edu/135536/opinions/opinion-the-ncaa-needs-to-do-something-about-the-transfer-portal/
OPINION: It’s time for college softball to install instant replay,Sean Fagan,"June 29, 2021",N/A,Opinion,https://wildcat.arizona.edu/133204/opinions/opinion-its-time-for-college-softball-to-install-instant-replay/
OPINION: The Arizona softball team might be in trouble,Sean Fagan,"May 19, 2021",N/A,Opinion,https://wildcat.arizona.edu/130454/opinions/opinion-the-arizona-softball-team-might-be-in-trouble/
OPINION: How universities meet students’ basic needs,Dillon Lukas Hlohinec,"May 14, 2021",N/A,Opinion,https://wildcat.arizona.edu/104543/opinions/opinion-how-universities-meet-students-basic-needs/
"OPINION: Despite their best efforts and intentions, university services routinely fail students",Dillon Lukas Hlohinec,"May 14, 2021",N/A,Opinion,https://wildcat.arizona.edu/114819/opinions/opinion-despite-their-best-efforts-and-intentions-university-services-routinely-fail-students/
OPINION: Even I admit the Arizona beach volleyball team should not have made the NCAA tournament,Sean Fagan,"May 12, 2021",N/A,Opinion,https://wildcat.arizona.edu/125402/opinions/opinion-even-i-admit-the-arizona-beach-volleyball-team-should-not-have-made-the-ncaa-tournament/
REFLECTIONS: Living at the intersection of food insecurity and eating disorder recovery,Ella McCarville,"May 10, 2021",N/A,Opinion,https://wildcat.arizona.edu/99439/opinions/reflections-living-at-the-intersection-of-food-insecurity-and-eating-disorder-recovery/
OPINION: Female bodies are not trends,Payton Toomey,"May 9, 2021",N/A,Opinion,https://wildcat.arizona.edu/108739/opinions/opinion-female-bodies-are-not-trends/
OPINION: Chris Paul should win NBA MVP,Sean Fagan,"May 8, 2021",N/A,Opinion,https://wildcat.arizona.edu/141454/opinions/opinion-chris-paul-should-win-nba-mvp/
OPINION: Finals are objectively awful. Cumulative finals are (not objectively) more awful,Amanda Betz,"May 5, 2021",N/A,Opinion,https://wildcat.arizona.edu/103627/opinions/opinion-finals-are-objectively-awful-cumulative-finals-are-not-objectively-more-awful/
OPINION: There are a lot of reasons sexual assaults happen. These aren’t among them.,Payton Toomey,"May 4, 2021",N/A,Opinion,https://wildcat.arizona.edu/135083/opinions/opinion-there-are-a-lot-of-reasons-sexual-assaults-happen-these-arent-among-them/
OPINION: The University of Arizona is the best school for student athletes,Sean Fagan,"April 28, 2021",N/A,Opinion,https://wildcat.arizona.edu/106817/opinions/opinion-the-university-of-arizona-is-the-best-school-for-student-athletes/
OPINION: An economy of uncertainty awaits the class of 2021,Aidan Rhodes,"April 25, 2021",N/A,Opinion,https://wildcat.arizona.edu/132008/opinions/opinion-an-economy-of-uncertainty-awaits-the-class-of-2021/
OPINION: Pre-election 2020 to now: A review of this year’s politics,Geraldine Espinosa,"April 22, 2021",N/A,Opinion,https://wildcat.arizona.edu/110043/opinions/opinion-pre-election-2020-to-now-a-review-of-this-years-politics/
OPINION: Student loan debt has reached crisis levels.,Amanda Betz,"April 22, 2021",N/A,Opinion,https://wildcat.arizona.edu/133941/opinions/opinion-student-loan-debt-has-reached-crisis-levels/
OPINION: Is in-person graduation a light at the end of the tunnel?,Payton Toomey,"April 22, 2021",N/A,Opinion,https://wildcat.arizona.edu/144163/opinions/opinion-is-in-person-graduation-a-light-at-the-end-of-the-tunnel/
OPINION: A digital senior on graduation and moving forward,Selena Kuikahi,"April 22, 2021",N/A,Opinion,https://wildcat.arizona.edu/98807/opinions/opinion-a-digital-senior-on-graduation-and-moving-forward/
OPINION: Pac-12 basketball should be respected again,Sean Fagan,"April 22, 2021",N/A,Opinion,https://wildcat.arizona.edu/137791/opinions/opinion-pac-12-basketball-should-be-respected-again/
OPINION: Traveling to Japan showed me a different way of living,Sean Fagan,"April 21, 2021",N/A,Opinion,https://wildcat.arizona.edu/116047/opinions/opinion-traveling-to-japan-showed-me-a-different-way-of-living/
OPINION: Hookup culture: Why do “body counts” rise if orgasms don’t?,Selena Kuikahi,"April 18, 2021",N/A,Opinion,https://wildcat.arizona.edu/113715/opinions/opinion-hookup-culture-why-do-body-counts-rise-if-orgasms-dont/
OPINION: Online school was hard. Going back will be just as challenging.,Amanda Betz,"April 17, 2021",N/A,Opinion,https://wildcat.arizona.edu/109871/opinions/opinion-online-school-was-hard-going-back-will-be-just-as-challenging/
